ACCOUNT,RN,COMPANY,SITE,COUNTY,REGION,SIC,SIC DESCRIPTION,REPORTING YEAR,CO TPY,NOX TPY,Pb TPY,PM10 TPY,PM2.5 TPY,SO2 TPY,VOC TPY
RLA005E,RN105616072,ENERGY TRANSFER FUEL LP,MCKNIGHT COMPRESSOR STATION,RUSK,5,4922,NATURAL GAS TRANSMISSION,2020,0.2515,3.5406,0,0.2993,0.2993,0.0176,0.547
RLA017Q,RN105606404,ENABLE TEXOLA GATHERING & PROCESSING LLC,ATKINSON COMPRESSOR STATION,RUSK,5,1311,CRUDE PETROLEUM & NATURAL GAS,2020,1.46,19.23,0,0.08,0.08,0.002,0.66
RLA018R,RN105603047,ENABLE TEXOLA GATHERING & PROCESSING LLC,RIO COMPRESSOR STATION,RUSK,5,1321,NATURAL GAS LIQUIDS,2020,0.7,8.24,0,0.05,0.05,0.002,2.8222
RLA025Y,RN110585130,SUNOCO PARTNERS MARKETING & TERMINALS LP,BRADFORDS CRUDE TRUCKING STATION,RUSK,5,4226,SPECIAL WAREHOUSING AND STORAGE,2020,0,0,0,0,0,0,5.5774
RLA026Z,RN110644945,SUNOCO PARTNERS MARKETING & TERMINALS LP,GRISSOM CRUDE OIL STATION,RUSK,5,4226,SPECIAL WAREHOUSING AND STORAGE,2020,0,0,0,0,0,0,11.9195
SA0005N,RN100217744,GEORGIA-PACIFIC WOOD PRODUCTS LLC,PINELAND MANUFACTURING COMPLEX,SABINE,10,2436,SOFTWOOD VENEER AND PLYWOOD,2020,382.293,93.949,0.0036,64.0385,44.1581,4.8745,900.0232
SA0013O,RN100825454,GULF SOUTH PIPELINE COMPANY LLC,MAGASCO COMPRESSOR STATION,SABINE,10,1321,NATURAL GAS LIQUIDS,2020,28.2722,7.896,0,1.8779,1.7299,0.2169,3.1083
SBA002B,RN110735826,MIDCOAST G & P EAST TEXAS LP,HORSESHOE TREATER,SAN AUGUSTINE,10,1311,CRUDE PETROLEUM & NATURAL GAS,2020,23.5605,19.9561,0,1.8189,1.5389,35.4187,2.076
SCA003C,RN105295927,EAST TEXAS ELECTRIC COOPERATIVE INC,SAN JACINTO COUNTY PEAKING FACILITY,SAN JACINTO,10,4911,ELECTRIC SERVICES,2020,38.0798,37.426,0,18.9764,18.9764,0.8576,5.7192
SD0012G,RN101623254,CHEMOURS COMPANY FC LLC,CHEMOURS FC INGLESIDE PLANT,SAN PATRICIO,14,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,18.6736,14,0,3.561,2.5035,0.443,30.361
SD0016V,RN102501202,EDROY COOPERATIVE GIN COMPANY,ODEM PLANT,SAN PATRICIO,14,724,COTTON GINNING,2020,4.23,5.04,0,37.56,3.39,0.03,0.28
SD0020H,RN101955391,GREGORY GIN COMPANY,GREGORY GIN,SAN PATRICIO,14,724,COTTON GINNING,2020,1.53,1.82,0,32.9,2.49,0.01,0.1
SD0022D,RN102594678,SOUTHCROSS GATHERING LTD,GREGORY PLANT,SAN PATRICIO,14,1321,NATURAL GAS LIQUIDS,2020,18.4246,15.2964,0,0.4423,0.4423,0.0261,14.7707
SD0045O,RN102513116,SMITH GIN CO-OP ODEM PLANT,SMITH GIN CO-OP,SAN PATRICIO,14,724,COTTON GINNING,2020,1.51,1.8,0,24.66,1.82,0.01,0.1
SD0047K,RN100222744,FLINT HILLS RESOURCES INGLESIDE LLC,INGLESIDE MARINE TERMINAL FACILITY,SAN PATRICIO,14,4226,SPECIAL WAREHOUSING AND STORAGE,2020,2.571,2.0702,0,0.5757,0.5757,8.9313,58.194
SD0048I,RN100222678,FROSTWOOD ENERGY LLC,PORTILLA GAS PLANT,SAN PATRICIO,14,1321,NATURAL GAS LIQUIDS,2020,69.991,42.958,0,0.703,0.703,0.021,3.1022
SD0090J,RN101225746,MODA INGLESIDE LLC,MODA INGLESIDE ENERGY CENTER,SAN PATRICIO,14,4226,SPECIAL WAREHOUSING AND STORAGE,2020,2.9878,14.2852,0,2.5506,2.1624,3.4993,111.2293
SD0092F,RN100211176,OCCIDENTAL CHEMICAL CORPORATION,INGLESIDE PLANT,SAN PATRICIO,14,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,114.5652,468.3176,0.0042,120.3126,56.6526,5.4908,61.8254
SD0161L,RN102547957,GREGORY POWER PARTNERS LP,GREGORY POWER FACILITY,SAN PATRICIO,14,4931,ELECTRIC AND OTHER SERVICES COMBINED,2020,24.0326,59.6366,0,19.8861,18.8795,1.351,1.2173
SD0184W,RN102905064,KIEWIT OFFSHORE SERVICES LTD,FABRICATION YARD,SAN PATRICIO,14,3731,SHIP BUILDING AND REPAIRING,2020,2.5155,0.4133,0,0.3982,0.3047,0.0001,60.1322
SDA005E,RN104104716,CORPUS CHRISTI LIQUEFACTION LLC,CORPUS CHRISTI LIQUEFACTION,SAN PATRICIO,14,4925,GAS PRODUCTION AND DISTRIBUTION,2020,710.4417,1080.4624,0,36.1593,36.0306,11.0388,46.5023
SDA010J,RN106224447,TPCO AMERICA CORPORATION,TPCO TEXAS MILL,SAN PATRICIO,14,3312,BLAST FURNACES AND STEEL MILLS,2020,0.0011,0.0013,0,0.1527,0.0891,0,0.6299
SDA011K,RN106505720,CHENIERE CORPUS CHRISTI PIPELINE LP,SINTON COMPRESSOR STATION,SAN PATRICIO,14,4922,NATURAL GAS TRANSMISSION,2020,35.0521,29.7875,0,4.5556,4.5556,9.6263,6.1091
SDA012L,RN106597875,VOESTALPINE TEXAS LLC,LA QUINTA PLANT,SAN PATRICIO,14,3312,BLAST FURNACES AND STEEL MILLS,2020,3954.8009,171.8489,0,94.1162,66.5667,19.5962,3.935
SDA013M,RN109753731,GULF COAST GROWTH VENTURES LLC,GULF COAST GROWTH VENTURES,SAN PATRICIO,14,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,0,0,0,0,0,0,0.001
SDA015L,RN105510499,EQUISTAR CHEMICALS LP,SAN PATRCIO COUNTY INGLESIDE VS 6 SITE,SAN PATRICIO,14,4619,"PIPELINES, NEC",2020,0,0,0,0,0,0,19.2
SDA016P,RN110369758,SOUTH TEXAS GATEWAY OPERATING LLC,BUCKEYE SOUTH TEXAS GATEWAY TERMINAL,SAN PATRICIO,14,4226,SPECIAL WAREHOUSING AND STORAGE,2020,0.2158,0.4514,0,0.2276,0.2276,0.0136,14.7951
SDA017Q,RN110490554,PLAINS PIPELINE LP,TAFT STATION,SAN PATRICIO,14,4619,"PIPELINES, NEC",2020,0.0572,0.0653,0,0.0033,0.0033,0.0069,29.9633
SG0006O,RN100226455,KINDER MORGAN PRODUCTION CO LLC,SACROC CO2 FACILITY,SCURRY,3,1311,CRUDE PETROLEUM & NATURAL GAS,2020,138.3844,117.8898,0,71.2981,68.8791,23.4628,49.191
SG0029C,RN102170966,KINDER MORGAN PRODUCTION CO LLC,SNYDER GAS PLANT,SCURRY,3,1321,NATURAL GAS LIQUIDS,2020,68.0346,171.4253,0,12.2719,12.2719,6.0755,34.4864
SG0032N,RN101296507,PLAINS PIPELINE LP,COLORADO CITY TANK FARM,SCURRY,3,4612,CRUDE PETROLEUM PIPE LINES,2020,0,0,0,0,0,0,65.051
SG0042K,RN102290087,CITY OF SNYDER,CITY OF SNYDER LANDFILL,SCURRY,3,4953,REFUSE SYSTEMS,2020,0,0,0,0.82,0.13,0,4.23
SGA003C,RN104559216,SOLVAY USA INC,SNYDER,SCURRY,3,2899,"CHEMICAL PREPARATIONS, NEC",2020,0.1296,0.5997,0,0.0425,0.0425,0.0395,3.0119
SH0003J,RN100229004,TARGA MIDSTREAM SERVICES LLC,SHACKELFORD PLANT,SHACKELFORD,3,1321,NATURAL GAS LIQUIDS,2020,32.4118,12.4049,0,1.2969,1.2969,0.0622,32.429
SIA005E,RN106051568,MIDCOAST G & P EAST TEXAS LP,TENEHA STATION,SHELBY,10,4922,NATURAL GAS TRANSMISSION,2020,34.4024,49.5252,0,4.7975,4.5175,27.3118,22.063
SJ0017E,RN100213396,ETC TEXAS PIPELINE LTD,HUDSON COMPRESSOR STATION,SHERMAN,1,1311,CRUDE PETROLEUM & NATURAL GAS,2020,16.3768,123.6364,0,1.7411,1.7411,0.0239,5.767
SJ0024H,RN100214279,DCP OPERATING COMPANY  LP,TEX BOOSTER STATION,SHERMAN,1,1311,CRUDE PETROLEUM & NATURAL GAS,2020,9.498,7.4061,0,1.292,1.292,0.0392,10.0274
SK0007T,RN102533171,GREENWOOD LANDFILL TX LP,GREENWOOD FARMS LANDFILL,SMITH,5,4953,REFUSE SYSTEMS,2020,1.04,0.19,0,14.13,4.89,0.08,11.619
SK0016S,RN101162774,TRANE US INC,TRANE TYLER,SMITH,5,3585,REFRIGERATION & HEATING EQUIPMENT,2020,6.7689,7.4896,0,0.6123,0.6123,0.0484,29.1572
SK0022A,RN100222512,DELEK REFINING LTD,DELEK TYLER REFINERY,SMITH,5,2911,PETROLEUM REFINING,2020,214.7335,542.1594,0.0024,27.3104,7.9762,407.4306,283.773
SK0041T,RN102679867,TYLER PIPE COMPANY,MCWANE,SMITH,5,3321,GRAY & DUCTILE IRON FOUNDRIES,2020,40.7467,24.3201,0.2524,181.5786,46.4673,17.3092,33.066
SK0043P,RN100218361,HOOD FLEXIBLE PACKAGING CORPORATION,HOOD PACKAGING,SMITH,5,2673,"BAGS, PLASTICS, LAMINATED COAT",2020,0.9035,1.0756,0,0.0056,0.0056,0.0065,60.1695
SK0115P,RN102154135,ASHCRAFT & SOUTHERN MARBLE CO INC,ASHCRAFT & SOUTHERN MARBLE,SMITH,5,3299,NONMETALLIC MINERAL PRODUCTS,2020,0,0,0,0.1539,0,0,1.7805
SK0146E,RN102386810,EASTMAN CHEMICAL COMPANY,TYLER TERMINAL,SMITH,5,4789,"TRANSPORTATION SERVICES, NEC",2020,7.8688,4.2055,0,0.0709,0.0709,0.0239,26.1078
SK0346R,RN100218221,FLOWERS BAKING COMPANY OF TYLER LLC,FLOWERS BAKING CO OF TYLER,SMITH,5,2051,"BREAD, CAKE AND RELATED PRODUCTS",2020,0.9548,2.0765,0,0.1707,0,0.0124,86.1536
SK0504A,RN101948800,RIVIERA OPERATING LLC,PERRY COMMON POINT COMPRESSOR STATION,SMITH,5,1311,CRUDE PETROLEUM & NATURAL GAS,2020,14.68,7.34,0,0.25,0.25,0.0278,12.6677
SK0593V,RN102761145,RIVIERA OPERATING LLC,ARNOLD 2 1 CENTRAL PRODUCTION FACILITY,SMITH,5,1311,CRUDE PETROLEUM & NATURAL GAS,2020,24.07,25.88,0,0.84,0.84,0.0291,14.3581
SKA001A,RN104256185,MIDCOAST G & P EAST TEXAS LP,SOUTHGATE DEHYDRATOR,SMITH,5,4922,NATURAL GAS TRANSMISSION,2020,0.0768,0.0915,0,0.0069,0.0069,0.0005,2.3372
SM0013C,RN102605623,ENTERPRISE HYDROCARBONS LP,DELMITA COMPRESSOR STATION,STARR,15,1321,NATURAL GAS LIQUIDS,2020,15.0981,19.943,0,0.881,0.881,0.0549,11.5668
SM0033T,RN100224682,KINDER MORGAN TEJAS PIPELINE LLC,RIO GRANDE STATION,STARR,15,1311,CRUDE PETROLEUM & NATURAL GAS,2020,9.5733,27.8572,0,1.0005,1.0005,0.0345,3.1134
SMA004D,RN107102816,KINDER MORGAN TEXAS PIPELINE LLC,BOB WEST DEW POINT PLANT,STARR,15,1321,NATURAL GAS LIQUIDS,2020,55.7598,36.9388,0,5.859,5.859,0.4002,36.8521
SO0025T,RN102605409,TARGA MIDSTREAM SERVICES LLC,STERLING GAS PLANT,STERLING,8,1321,NATURAL GAS LIQUIDS,2020,79.7128,127.8281,0,5.9009,5.9009,0.2815,128.6652
SOA002B,RN106588601,COGENT MIDSTREAM WESTEX LLC,SILVER PLANT,STERLING,8,1311,CRUDE PETROLEUM & NATURAL GAS,2020,25.1,95.31,0,5.9,5.89,0.37,55.969
SQ0006B,RN102553898,DCP OPERATING COMPANY  LP,SONORA GAS PLANT,SUTTON,8,1321,NATURAL GAS LIQUIDS,2020,36.7445,141.1617,0,1.5,1.5,0.0795,50.1229
SQ0014C,RN100210624,ENTERPRISE HYDROCARBONS LP,SONORA GAS PLANT,SUTTON,8,1321,NATURAL GAS LIQUIDS,2020,28.5824,53.1705,0,5.2335,5.2335,0.1468,32.9204
SQ0031C,RN102569068,ENTERPRISE  PRODUCTS  OPERATING  LLC,SONORA COMPRESSOR STATION,SUTTON,8,4922,NATURAL GAS TRANSMISSION,2020,62.5481,931.4527,0,3.8684,3.8684,0.2277,21.9774
TA0009B,RN100218007,ALCON LABORATORIES INC,FORT WORTH LABORATORIES,TARRANT,4,2834,PHARMACEUTICAL PREPARATIONS,2020,5.903,14.7042,0,2.6468,2.6459,0.9156,4.6979
TA0011O,RN100764349,OGDEN ALLIED AVIATION SERVICES,OGDEN ALLIED AVIATION BULK FUELS FACILITY,TARRANT,4,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,0.0822,0.3636,0,0.0389,0.0289,0.0562,18.6688
TA0021L,RN100214949,NUSTAR LOGISTICS LP,GRAPEVINE PRODUCTS TERMINAL,TARRANT,4,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,0.9411,0.4714,0,0,0,0,24.3147
TA0034C,RN100225739,EXPLORER PIPELINE CO,ARLINGTON STATION,TARRANT,4,4613,REFINED PETROLEUM PIPELINES,2020,0,0,0,0,0,0,16.0047
TA0038R,RN101340818,ASSOCIATED FIBERGLASS ENTERPRISES,ASSOCIATED FIBERGLASS ENTERPRISES,TARRANT,4,3089,"PLASTICS PRODUCTS, NEC",2020,0,0,0,1.2313,1.2313,0,8.7181
TA0051C,RN102216819,BELL TEXTRON INC,PLANT 5A,TARRANT,4,3721,AIRCRAFT,2020,5.4286,3.9711,0,4.294,4.294,0.0311,39.4624
TA0054T,RN100222488,BELL TEXTRON INC,PLANT 1,TARRANT,4,3721,AIRCRAFT,2020,11.0459,12.3988,0,5.3175,0.9977,0.1029,66.3756
TA0079D,RN101224038,US DEPARTMENT OF THE  NAVY,NAVAL AIR STATION,TARRANT,4,9711,NATIONAL SECURITY,2020,5.2835,6.8808,0,0.6239,0.6156,0.0518,14.5891
TA0102K,RN101649317,MAGELLAN PIPELINE TERMINALS LP,MAGELLAN SOUTHLAKE TERMINAL,TARRANT,4,4613,REFINED PETROLEUM PIPELINES,2020,2.9365,1.4709,0,0,0,0.0037,25.1002
TA0142V,RN100221779,US VENTURE INC,US OIL FORT WORTH TERMINAL,TARRANT,4,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,0.0555,0.034,0,0,0,0.0016,11.1857
TA0156K,RN100212356,LOCKHEED MARTIN CORPORATION,US AIR FORCE PLANT 4,TARRANT,4,3721,AIRCRAFT,2020,4.2916,11.0199,0,11.9434,11.9138,1.9518,52.1769
TA0157I,RN102505963,GENERAL MOTORS CORP,ARLINGTON ASSEMBLY PLANT,TARRANT,4,3711,MOTOR VEHICLES AND CAR BODIES,2020,34.9298,50.7346,0,5.4871,5.4871,0.2175,253.6054
TA0172M,RN100219344,FORT DEARBORN COMPANY,FORT DEARBORN FORT WORTH,TARRANT,4,2752,COMMERCIAL PRINTING LITHOGRAPH,2020,0.09,0.11,0,0.01,0.01,0.001,29.7001
TA0175G,RN102096377,US VENTURE INC,FORT WORTH TERMINAL,TARRANT,4,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,3.4546,1.3953,0,0.0548,0.0548,0.0043,12.982
TA0235N,RN102649399,MOLSON COORS USA LLC,FORT WORTH BREWERY,TARRANT,4,2082,MALT BEVERAGES,2020,19.5502,16.7797,0,3.1432,3.1364,0.2489,36.0828
TA0236L,RN100225440,BALL METAL BEVERAGE CONTAINER CORP,BALL METAL BEVERAGE,TARRANT,4,3411,METAL CANS,2020,5.6571,3.3672,0,0.5349,0.515,0.0404,58.77
TA0273F,RN100699834,NOURYON SURFACE CHEMISTRY LLC,FORT WORTH,TARRANT,4,2899,"CHEMICAL PREPARATIONS, NEC",2020,8.248,4.952,0,10.69,10.69,0.154,16.869
TA0274D,RN100236041,SUNOCO LLC,SUNOCO EULESS TX TERMINAL,TARRANT,4,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,3.8237,3.5219,0,0.211,0.2108,0.921,27.1091
TA0282E,RN100211291,PRINTPACK INC,PRINTPACK,TARRANT,4,2671,PAPER COATED & LAMINATED PKG.,2020,3.68,4.76,0,0.336,0.136,0.02,12.2188
TA0285V,RN102418563,TRINITYRAIL MAINTENANCE SERVICES INC,RAILCAR REPAIR DIV PLANT #25,TARRANT,4,4789,"TRANSPORTATION SERVICES, NEC",2020,4.8061,7.7802,0,0.3062,0.3052,0.0272,13.0915
TA0328F,RN100757509,PARKER-HANNIFIN CORPORATION,STRATOFLEX DIVISION,TARRANT,4,3492,FLUID POWER VALVES & HOSE FITTINGS,2020,0.099,0.1178,0,0.009,0.009,0.0007,8.1929
TA0345F,RN100216548,MOTIVA ENTERPRISES LLC,FORT WORTH TERMINAL,TARRANT,4,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,0.561,0.2355,0,0.0092,0.0092,0.0017,34.1598
TA0353G,RN102336906,EXGEN HANDLEY POWER LLC,HANDLEY STEAM ELECTRIC STATION,TARRANT,4,4911,ELECTRIC SERVICES,2020,52.3842,86.812,0.0014,27.6371,27.6371,2.159,20.0006
TA0508B,RN102560067,NUSTAR LOGISTICS LP,SOUTHLAKE TERMINAL,TARRANT,4,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,0.4306,0.2584,0,0.0129,0.0129,0,26.2738
TA0512K,RN100942259,CITY OF FORT WORTH,FORT WORTH VILLAGE CREEK WASTEWATER,TARRANT,4,4952,SEWERAGE SYSTEMS,2020,158.134,62.4205,0,3.1559,3.1559,2.4691,2.8193
TA0685B,RN102572682,FILM PAK INC,PLASTIC BAGS,TARRANT,4,3089,"PLASTICS PRODUCTS, NEC",2020,0.0146,0.0174,0,0.0013,0.0013,0.0001,17.8423
TA0809H,RN102308004,FOAM FABRICATORS INC,POLYSTYRENE MOLDING,TARRANT,4,3089,"PLASTICS PRODUCTS, NEC",2020,1.4246,1.6949,0,0.1289,0.1289,0.01,7.89
TA0964R,RN102336039,CITY OF ARLINGTON,CITY OF ARLINGTON LANDFILL,TARRANT,4,4953,REFUSE SYSTEMS,2020,15.9868,3.5075,0,31.0011,18.0611,0.7602,17.6016
TA1037M,RN101449080,BUREAU OF ENGRAVING AND PRINTING,BEP WESTERN FACILITY,TARRANT,4,2754,"COMMERCIAL PRINTING, GRAVURE",2020,5.6075,4.8025,0,2.7187,2.7187,0.0378,25.5124
TA1222P,RN102496684,FLINT HILLS RESOURCES CORPUS CHRISTI LLC,FORT WORTH TERMINAL,TARRANT,4,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,2.245,1.124,0,0,0,0,36.9786
TA2428J,RN102335601,CITY OF FORT WORTH,CITY OF FORT WORTH SE LANDFILL,TARRANT,4,4953,REFUSE SYSTEMS,2020,106.91,23.45,0,36.98,21.05,5.16,3.9961
TA2554D,RN100221829,SEALED AIR CORPORATION,SEALED AIR,TARRANT,4,3086,"PLASTICS, FOAM PRODUCTS",2020,0.808,0.96,0,0.072,0.072,0.0058,15.132
TA2566T,RN100213461,AMERICAN AIRLINES INC,DFW MAINTENANCE FACILITY,TARRANT,4,4512,"AIR TRANSPORTATION, SCHEDULED",2020,1.1243,2.5464,0,0.4712,0.4712,0.0237,6.2671
TA2694J,RN101960615,GE ON WING SUPPORT INC,CARTER FIELD FACILITY,TARRANT,4,3724,AIRCRAFT ENGINES & ENGINE PARTS,2020,0.0247,0.0016,0,0,0,0.0006,4.143
TA3161T,RN101991925,WASTE MANAGEMENT OF TEXAS  INC,WESTSIDE LANDFILL RECYLING & TRANSFER STATION,TARRANT,4,4953,REFUSE SYSTEMS,2020,94.03,21.01,0,7.14,6.86,2.07,7.321
TA3741S,RN100792126,QUALITY FIBERGLASS INC,QUALITY FIBERGLASS,TARRANT,4,3084,"PLASTICS, PIPE",2020,0,0,0,0.0074,0,0,7.1579
TA3815O,RN100217264,ROYAL BATHS MANUFACTURING COMPANY,ROYAL BATHS MFG BURNS ST FACILITY,TARRANT,4,3089,"PLASTICS PRODUCTS, NEC",2020,0,0,0,0,0,0,3.9944
TA4073K,RN100747435,TREND OFFSET PRINTING SERVICES INC,TREND OFFSET PRINTING ARLINGTON,TARRANT,4,2752,COMMERCIAL PRINTING LITHOGRAPH,2020,2.589,3.082,0,0.2347,0.2347,0.018,15.3624
TAA001A,RN103214136,BIMBO BAKERIES USA INC,BIMBO BAKERIES USA ARLINGTON,TARRANT,4,2051,"BREAD, CAKE AND RELATED PRODUCTS",2020,1.2892,1.5347,0,0.2201,0.2201,0.0092,26.8294
TAA004D,RN100809847,MARCO DISPLAY SPECIALISTS GP LC,MARCO PLANT,TARRANT,4,2449,"WOOD CONTAINERS, NEC",2020,0,0,0,0.036,0,0,18.7309
TAA008H,RN102939626,ENLINK NORTH TEXAS GATHERING LP,JARVIS COMPRESSOR STATION & TREATING PLANT,TARRANT,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,6.184,35.5583,0,3.3182,3.3182,0.205,19.4403
TAA013M,RN104475157,BARNETT GATHERING LLC,RISINGER COMPRESSOR STATION,TARRANT,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,3.5426,10.6676,0,0.0727,0.0727,0.0501,3.7535
TAA014N,RN104787478,BARNETT GATHERING LLC,TRWD PLANT,TARRANT,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,5.7867,26.1837,0,0.1495,0.1495,0.1324,26.837
TAA021U,RN105010714,BARNETT GATHERING LLC,RENDON COMPRESSOR STATION,TARRANT,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,11.4613,31.4914,0,0.1578,0.1578,0.156,23.8028
TAA023W,RN105064356,ENERGY TRANSFER FUEL LP,CANTWELL COMPRESSOR STATION,TARRANT,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.0256,0.0522,0,0.0036,0.0036,0.0002,2.3472
TAA028B,RN105156632,MUSKET CORPORATION,MUSKET FORT WORTH FUEL TERMINAL,TARRANT,4,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,1.3825,0.5855,0,1.4325,1.4325,0.0005,9.2017
TAA031E,RN105072607,ENERGY TRANSFER FUEL LP,DAB BOSIER COMPRESSOR STATION,TARRANT,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,3.9027,25.897,0,2.1925,2.1925,0.1299,16.6086
TAA035I,RN105304521,BARNETT GATHERING LLC,COTTON COVE PLANT,TARRANT,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,37.951,38.6143,0,2.8857,2.8857,0.3701,29.2315
TAA036J,RN105570659,BARNETT GATHERING LLC,SAGINAW COMPRESSOR STATION,TARRANT,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,3.001,8.6415,0,0.0053,0.0053,0.0401,1.497
TAA038L,RN104475165,BARNETT GATHERING LLC,WEST LAKE COMPRESSOR STATION,TARRANT,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,6.7776,17.1826,0,1.168,1.168,0.0809,51.2447
TAA039M,RN105560858,BARNETT GATHERING LLC,AZLE COMPRESSOR STATION,TARRANT,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,3.1565,10.4196,0,0.895,0.895,0.0492,7.8214
TAA042P,RN105522387,BARNETT GATHERING LLC,LONGHORN COMPRESSOR STATION,TARRANT,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,18.6215,39.2919,0,2.6757,2.6757,0.1824,42.1838
TAA044R,RN105560973,BARNETT GATHERING LLC,JOHNSON RANCH COMPRESSOR STATION,TARRANT,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,6.6157,17.4305,0,1.322,1.322,0.0893,18.5163
TAA045S,RN103000196,BIMBO BAKERIES USA INC,TIA ROSA GRAND PRAIRIE,TARRANT,4,2051,"BREAD, CAKE AND RELATED PRODUCTS",2020,0.5644,0.6718,0,0.1127,0.1127,0.004,20.1244
TAA051Y,RN106094246,ENLINK NORTH TEXAS GATHERING LP,BENBROOK COMPRESSOR STATION,TARRANT,4,4922,NATURAL GAS TRANSMISSION,2020,29.0127,20.8129,0,6.1325,6.1325,0.1894,17.0245
TAA053A,RN105665806,TEXAS MIDSTREAM GAS SERVICES LLC,SYCAMORE COMPRESION FACILITY,TARRANT,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,8.246,28.018,0,2.992,2.992,0.2152,6.82
TAA057E,RN103209458,SPM OIL & GAS INC,SPM FLOW CONTROL,TARRANT,4,3366,COPPER FOUNDRIES,2020,0.0926,0.2506,0,0.0257,0.0257,0.0105,1.0832
TAA059G,RN105233811,TEXAS MIDSTREAM GAS SERVICES LLC,HUDSON DELGA COMPRESSOR STATION,TARRANT,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,6.24,21.76,0,1.93,1.93,0.11,5.7726
TAA062J,RN100602507,PARKER-HANNIFIN CORPORATION,MANSFIELD HOSE PRODUCTS,TARRANT,4,3052,RUBBER & PLASTICS HOSE AND BELTING,2020,0,0,0,0,0,0,34.4578
TAA063K,RN106722036,TEP BARNETT USA LLC,KOSE TAR PAD,TARRANT,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,1.7646,0.0208,0,0.0961,0.0961,0.0029,9.9382
TAA065M,RN107588766,TEP BARNETT USA LLC,OLD WEATHERFORD A PAD,TARRANT,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.8363,0.0823,0,0.047,0.047,0.0014,12.3165
TAA067O,RN106868706,TEP BARNETT USA LLC,MALLICK PAD,TARRANT,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,1.6802,0.322,0,0.1199,0.1199,0.0036,13.668
TAA071S,RN107161960,STARRFOAM MANUFACTURING INC,STARRFOAM MANUFACTURING,TARRANT,4,3086,"PLASTICS, FOAM PRODUCTS",2020,1.07,1.28,0,0.1,0.1,0.003,12.54
TAA077Y,RN105945133,BLACKBEARD OPERATING LLC,ALLIANCE SARATOGA A GAS WELL SITE,TARRANT,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,11.904,12.939,0,0.002,0.002,0.013,8.425
TAA083E,RN108641507,WINNER LLC,ALLIANCE SITE,TARRANT,4,7374,DATA PROCESSING AND DATA PREPARATION SERVICES,2020,1.574,3.442,0,0.1224,0.1224,0.0045,0.3236
TB0010F,RN100213438,BRIDGESTONE BANDAG LLC,ABILENE PLANT,TAYLOR,3,3011,TIRES AND INNER TUBES,2020,1.7739,2.1118,0.0096,2.3161,2.316,0.0127,113.9657
TBA002B,RN104316500,TIGE BOATS INC,ABILENE PLANT,TAYLOR,3,3732,BOAT BUILDING AND REPAIRING,2020,0,0,0,0.9345,0.858,0,62.893
TBA006F,RN102054392,PETROSMITH EQUIPMENT LP,PETROSMITH EQUIPMENT ABILENE FACILITY,TAYLOR,3,3443,FABRICATED PLATE WORK (BOILER SHOPS),2020,0,0,0,0.0062,0.0062,0,12.1355
TBA008H,RN105615850,BROADWIND HEAVY FABRICATIONS INC,ABILENE,TAYLOR,3,3441,FABRICATED STRUCTURAL METAL,2020,0.5365,0.6354,0,0.4145,0.4145,0.0036,61.8048
TC0002Q,RN102422334,OCCIDENTAL PERMIAN LIMITED,TERRELL GAS PLANT,TERRELL,7,1321,NATURAL GAS LIQUIDS,2020,23.071,54.932,0,3.9502,3.9502,0.1818,41.9263
TD0028K,RN102169018,SOUTHWEST COTTON GROWERS,SOUTHWEST COTTON GROWERS,TERRY,2,724,COTTON GINNING,2020,0.24,0.29,0,3.55,0.25,0,0.02
